,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,director_name,actor_1_name,actor_2_name,actor_3_name,imdb_id
2980,10000000,Action|Comedy,,10890,date|ex-girlfriend|u.s. army,en,Stripes,"John Winger, an indolent sad sack in his 30s, impulsively joins the U.S. Army after losing his job, his girlfriend and his apartment.",10.892398,Columbia Pictures Industries,United States of America,1981,85300000,106,English,Released,The story of a man who wanted to keep the world safe for democracy...and meet girls.,Stripes,6.5,249,Ivan Reitman,Harold Ramis,Warren Oates,P.J. Soles,tt0083131
2981,28000000,Comedy,https://www.uphe.com/movies/bring-it-on,1588,cheerleader|sport|high school|teenage girl|cheerleader|duringcreditsstinger,en,Bring It On,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.",14.754281,Beacon Communications,United States of America,2000,90449929,98,English,Released,May the best moves win.,Bring It On,5.8,568,Peyton Reed,Jesse Bradford,Eliza Dushku,Gabrielle Union,tt0204946
2982,10000000,Action|Horror|Thriller,http://www.purgeelectionyear.com,316727,dystopia|sequel,en,The Purge: Election Year,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",53.727146,Universal Pictures,France,2016,118587880,105,English,Released,Keep America great,The Purge: Election Year,6.1,1306,James DeMonaco,Frank Grillo,Mykelti Williamson,Edwin Hodge,tt4094724
2983,10000000,Comedy|Romance,,10314,misfit|teen angst|teen movie|teenager|van|popular|high school student|young love,en,She's All That,"High school hotshot Zach Siler is the envy of his peers. But his popularity declines sharply when his cheerleader girlfriend, Taylor, leaves him for sleazy reality-television star Brock Hudson. Desperate to revive his fading reputation, Siler agrees to a seemingly impossible challenge. He has six weeks to gain the trust of nerdy outcast Laney Boggs -- and help her to become the school's next prom queen.",8.9876,Miramax Films,United States of America,1999,103166989,95,English,Released,These two opposites attract... but EVERYONE'S trying to keep them apart!,She's All That,5.7,418,Robert Iscove,Rachael Leigh Cook,Matthew Lillard,Paul Walker,tt0160862
2984,10000000,Horror|Thriller|Crime,http://movies.break.com/saw4/,663,ice|victim|pain|game|psychopath|blood|electric chair|doctor|torture|violence|police officer|fbi agent|female corpse,en,Saw IV,"Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences.",29.244768,Lions Gate Films,United States of America,2007,139352633,93,English,Released,You think it is over...but the games have just begun,Saw IV,5.9,903,Darren Lynn Bousman,Scott Patterson,Costas Mandylor,Betsy Russell,tt0890870
2985,10000000,Drama|Horror|Thriller,,11804,wheelchair|time|voice|supernatural|loss|paranormal phenomena|death,en,White Noise,"An architect's desire to speak with his wife from beyond the grave using EVP (Electronic Voice Phenomenon), becomes an obsession with supernatural repercussions.",14.447723,Universal Pictures,Canada,2005,91196419,101,English,Released,The line separating the living from the dead has been crossed.,White Noise,5.6,261,Geoffrey Sax,Chandra West,Deborah Kara Unger,Ian McNeice,tt0375210
2986,6000000,Drama|Comedy|Romance,,16781,based on play,en,Madea's Family Reunion,"Based upon Tyler Perry's acclaimed stage production, Madea's Family Reunion continues the adventures of Southern matriarch Madea. She has just been court ordered to be in charge of Nikki, a rebellious runaway, her nieces, Lisa and Vanessa, are suffering relationship trouble, and through it all, she has to organize her family reunion.",5.882208,Lions Gate Films,United States of America,2006,57231524,110,English,Released,,Madea's Family Reunion,6,77,Tyler Perry,Blair Underwood,Lynn Whitfield,Boris Kodjoe,tt0455612
2987,13800000,Drama,,11873,bar|talent|hustler|sport,en,The Color of Money,"Former pool hustler ""Fast Eddie"" Felson decides he wants to return to the game by taking a pupil. He meets talented but green Vincent Lauria and proposes a partnership. As they tour pool halls, Eddie teaches Vincent the tricks of scamming, but he eventually grows frustrated with Vincent's showboat antics, leading to an argument and a falling-out. Eddie takes up playing again and soon crosses paths with Vincent as an opponent.",17.3393,Silver Screen Partners,United States of America,1986,52293982,119,English,Released,The Hustler isn't what he used to be. But he has the next best thing. A kid who is.,The Color of Money,6.7,291,Martin Scorsese,Tom Cruise,Mary Elizabeth Mastrantonio,Helen Shaver,tt0090863
2988,10000000,Action|Drama|History|War,,9289,world war ii|friend|steel helmet|soldier,en,The Longest Day,"The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""",19.524972,Twentieth Century Fox Film Corporation,United States of America,1962,50100000,178,English,Released,This is the day that changed the world... When history held its breath.,The Longest Day,7.2,234,Bernhard Wicki,Paul Anka,Arletty,Jean-Louis Barrault,tt0056197
2989,10000000,Comedy|Family,,10414,sports team|sport|ice hockey|the big game,en,The Mighty Ducks,"After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant Gordon eventually grows to appreciate his team, which includes promising young Charlie Conway, and leads them to take on Reilly's tough players.",8.932837,Walt Disney,United States of America,1992,50752337,101,English,Released,They can't skate. They can't win. They can't be serious.,The Mighty Ducks,6.4,198,Stephen Herek,Joss Ackland,Lane Smith,Heidi Kling,tt0104868
2990,10000000,Horror|Mystery|Thriller,,1970,male nudity|nurse|japanese|house|remake|curse,en,The Grudge,"American nurse, Karen Davis moves to Tokyo and encounters a vengeful supernatural spirit known as The Grudge that often possesses its victims. When a series of horrifying and mysterious deaths occur – with the spirit passing its curse onto each victim - Karen must find away to break the spell before she becomes the spirit's next victim.",35.695442,Ghost House Pictures,Japan,2004,183474602,92,English,Released,It never forgives. It never forgets.,The Grudge,5.8,865,Takashi Shimizu,Jason Behr,Clea DuVall,Bill Pullman,tt0391198
2991,12000000,Comedy,,9614,loss of mother|loss of father|golf|sport,en,Happy Gilmore,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",26.598884,Universal Pictures,United States of America,1996,41205099,92,English,Released,He doesn't play golf... he destroys it.,Happy Gilmore,6.5,755,Dennis Dugan,Ben Stiller,Christopher McDonald,Julie Bowen,tt0116483
2992,10000000,Horror|Thriller,,8922,mass murder|song|brother|sister|aftercreditsstinger,en,Jeepers Creepers,"A college-age brother and sister get more than they bargained for on their road trip home from spring break. When the bickering siblings witness a creepy truck driver tossing body bags into a sewer near an abandoned church, they investigate. Bad move! Opening a Pandora's Box of unspeakable evil, the pair must flee for their lives -- with a monstrous ""shape"" in hot pursuit.",23.316208,United Artists,Germany,2001,59217789,90,English,Released,What’s eating you?,Jeepers Creepers,6.1,720,Victor Salva,Justin Long,Jonathan Breck,Patricia Belcher,tt0263488
2993,10000000,Adventure|Comedy|Science Fiction,http://www.billandted.org/,1648,jealousy|time travel|heavy metal|past|history|best friend,en,Bill & Ted's Excellent Adventure,"In the small town of San Dimas, a few miles away from Los Angeles, there are two nearly brain dead teenage boys going by the names of Bill S, Preston ESQ. and Ted Theodore Logan, they have a dream together of starting their own rock and roll band called the ""Wyld Stallyns"". Unfortunately, they are still in high school and on the verge of failing out of their school as well, and if they do not pass their upcoming history report, they will be separated as a result of Ted's father sending him to military school. But, what Bill and Ted do not know is that they must stay together to save the future. So, a man from the future named Rufus came to help them pass their report. So, both Bill and Ted decided to gather up historical figures which they need for their report. They are hoping that this will help them pass their report so they can stay together.",25.929893,Orion Pictures,United States of America,1989,40485039,90,English,Released,History is about to be rewritten by two guys who can't spell.,Bill & Ted's Excellent Adventure,6.7,454,Stephen Herek,Alex Winter,George Carlin,Dan Shor,tt0096928
2994,10000000,Drama|Family|Music,,17917,music|victorian england|orphan,en,Oliver!,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",8.305998,Columbia Pictures Corporation,United Kingdom,1968,37402877,153,English,Released,Much Much More Than a Musical!,Oliver!,7,103,Carol Reed,Shani Wallis,Oliver Reed,Harry Secombe,tt0063385
2995,10000000,Drama|Comedy,http://www.foxsearchlight.com/thebestexoticmarigoldhotel/,74534,hotel|based on novel|india|ensemble cast|elderly,en,The Best Exotic Marigold Hotel,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",21.258991,Participant Media,United Arab Emirates,2011,136836156,124,हिन्दी,Released,Share the journey. Share the laughter.,The Best Exotic Marigold Hotel,6.9,459,John Madden,Maggie Smith,Tom Wilkinson,Judi Dench,tt1412386
2996,10000000,Science Fiction|Animation|Comedy|Family,,19405,holiday|friend|based on tv series|summer,en,Recess: School's Out,"Recess: School's Out is a 2001 animated film based on the Disney television series Recess. This film was produced by Walt Disney Pictures and was released theatrically nationwide on February 16, 2001.It's the most exciting time of year at Third Street Elementary-- the end of the School Year! But boredom quickly sets in for protagonist TJ Detweiler, as his friends are headed for Summer Camp. One day, while passing by the school on his bike, he notices a green glow coming from the school's auditorium. This is the work of the insidious ex-principal of Third Street, Phillium Benedict and his gang of ninjas and secret service look-alikes! Benedict is planning to get rid of Summer Vacation using his newly-acquired Tractor Beam, which he stole from the US Military Base in an effort to raise US Test Scores, and it's up to the Recess Gang to stop him! In the end.",5.699058,Walt Disney Television Animation,United States of America,2001,44460850,83,English,Released,Saving The World One Playground At A Time,Recess: School's Out,6.6,67,Chuck Sheetz,Jason Davis,Ashley Johnson,Courtland Mead,tt0265632
